Feedback_ID,Employee_ID,City,Department,Date,Engagement_Score,eNPS_Bucket,Free_Text
2676,1568,Asheville,Sales,2017-11-27,1,Detractor,Too much workload and not enough staff during peak hours.
2677,1086,Asheville,Sales,2017-11-27,6,Detractor,We had frequent stockouts and customers were unhappy.
2678,8882,Pueblo,Warehouse,2014-06-21,9,Promoter,Teamwork was great and customers seemed satisfied.
2679,6364,Pueblo,HR,2014-06-21,5,Detractor,Delivery delays caused frustration for both team and customers.
2680,5290,Jackson,Operations,2017-01-21,8,Passive,"Overall okay week, nothing special to report."
2681,9490,Jackson,Operations,2017-01-21,8,Passive,"Some minor issues with systems, but we handled them."
2682,1487,Jackson,Operations,2017-01-21,4,Detractor,Too much workload and not enough staff during peak hours.
2683,6042,Jackson,Warehouse,2017-01-21,5,Detractor,Too much workload and not enough staff during peak hours.
2684,1150,Jackson,Customer Service,2017-01-21,9,Promoter,Good communication from management and clear goals.
2685,7320,Los Angeles,HR,2017-06-29,2,Detractor,Too much workload and not enough staff during peak hours.
2686,2321,Thomasville,Customer Service,2016-09-06,1,Detractor,Too much workload and not enough staff during peak hours.
2687,2596,Thomasville,Customer Service,2016-09-06,1,Detractor,We had frequent stockouts and customers were unhappy.
2688,8947,Peoria,Operations,2016-08-04,6,Detractor,Too much workload and not enough staff during peak hours.
2689,7079,Los Angeles,Warehouse,2015-11-12,4,Detractor,We had frequent stockouts and customers were unhappy.
2690,7807,Chicago,HR,2014-06-30,9,Promoter,Sales were strong this week and operations ran smoothly.
2691,2010,Philadelphia,Customer Service,2017-12-04,1,Detractor,We had frequent stockouts and customers were unhappy.
2692,5537,Englewood,Warehouse,2016-08-28,8,Passive,"Overall okay week, nothing special to report."
2693,6150,Englewood,Sales,2016-08-28,3,Detractor,Delivery delays caused frustration for both team and customers.
2694,2222,Seattle,Warehouse,2016-01-22,3,Detractor,We had frequent stockouts and customers were unhappy.
2695,8488,Hialeah,Sales,2014-10-15,4,Detractor,Delivery delays caused frustration for both team and customers.
2696,2981,Lancaster,Customer Service,2016-02-07,6,Detractor,We had frequent stockouts and customers were unhappy.
2697,6881,Jacksonville,HR,2014-03-18,2,Detractor,Too much workload and not enough staff during peak hours.
2698,8690,Jacksonville,Operations,2014-03-18,8,Passive,"Overall okay week, nothing special to report."
2699,8771,Jacksonville,HR,2014-03-18,9,Promoter,Teamwork was great and customers seemed satisfied.
2700,6477,Jacksonville,Operations,2014-03-18,4,Detractor,Too much workload and not enough staff during peak hours.
2701,8517,Jacksonville,Customer Service,2014-03-18,4,Detractor,Too much workload and not enough staff during peak hours.
2702,6730,Jacksonville,HR,2014-03-18,7,Passive,"Some minor issues with systems, but we handled them."
2703,2931,Jacksonville,Warehouse,2014-03-18,5,Detractor,Delivery delays caused frustration for both team and customers.
2704,1826,Baltimore,Customer Service,2014-05-24,6,Detractor,Delivery delays caused frustration for both team and customers.
2705,6086,New York City,Warehouse,2017-07-11,6,Detractor,Too much workload and not enough staff during peak hours.
2706,4249,Carlsbad,Warehouse,2017-06-16,8,Passive,Workload is manageable but processes could be faster.
2707,9613,Carlsbad,Operations,2017-06-16,2,Detractor,Too much workload and not enough staff during peak hours.
2708,7711,Carlsbad,Operations,2017-06-16,5,Detractor,We had frequent stockouts and customers were unhappy.
2709,7604,Los Angeles,Customer Service,2015-01-30,9,Promoter,Teamwork was great and customers seemed satisfied.
2710,1336,Los Angeles,Operations,2015-01-30,9,Promoter,Good communication from management and clear goals.
2711,4599,Jacksonville,HR,2015-12-11,5,Detractor,We had frequent stockouts and customers were unhappy.
2712,4406,Lakewood,HR,2017-10-09,10,Promoter,Good communication from management and clear goals.
2713,4055,Troy,Customer Service,2017-07-29,9,Promoter,Sales were strong this week and operations ran smoothly.
2714,1456,Wilmington,HR,2014-04-25,7,Passive,"Some minor issues with systems, but we handled them."
2715,1448,Seattle,Warehouse,2015-12-01,1,Detractor,Too much workload and not enough staff during peak hours.
2716,2637,New York City,Sales,2014-12-04,4,Detractor,We had frequent stockouts and customers were unhappy.
2717,9906,Columbus,Sales,2017-08-26,4,Detractor,Delivery delays caused frustration for both team and customers.
2718,9160,New York City,Sales,2014-09-07,5,Detractor,We had frequent stockouts and customers were unhappy.
2719,1872,Costa Mesa,Sales,2017-12-21,4,Detractor,Too much workload and not enough staff during peak hours.
2720,6768,Houston,Operations,2014-12-06,1,Detractor,Delivery delays caused frustration for both team and customers.
2721,8970,Cary,HR,2014-11-04,9,Promoter,Sales were strong this week and operations ran smoothly.
2722,6414,Cary,HR,2014-11-04,3,Detractor,Too much workload and not enough staff during peak hours.
2723,7300,Alexandria,Sales,2016-04-14,5,Detractor,Too much workload and not enough staff during peak hours.
2724,4895,Vallejo,Warehouse,2014-10-04,1,Detractor,Too much workload and not enough staff during peak hours.
2725,2839,Vallejo,HR,2014-10-04,9,Promoter,Good communication from management and clear goals.
2726,2475,Philadelphia,Operations,2017-11-07,4,Detractor,Delivery delays caused frustration for both team and customers.
2727,2959,Philadelphia,HR,2017-11-07,6,Detractor,Delivery delays caused frustration for both team and customers.
2728,3141,Toledo,Warehouse,2017-12-22,5,Detractor,Delivery delays caused frustration for both team and customers.
2729,8317,Toledo,Warehouse,2017-12-22,9,Promoter,Good communication from management and clear goals.
2730,5374,Seattle,Operations,2017-02-13,8,Passive,"Overall okay week, nothing special to report."
2731,6445,Seattle,Warehouse,2017-02-13,3,Detractor,Too much workload and not enough staff during peak hours.
2732,4658,Seattle,Warehouse,2017-02-13,4,Detractor,Too much workload and not enough staff during peak hours.
2733,5856,Plainfield,HR,2014-07-02,9,Promoter,Good communication from management and clear goals.
2734,8498,Plainfield,Customer Service,2014-07-02,6,Detractor,Delivery delays caused frustration for both team and customers.
2735,1688,Las Cruces,Warehouse,2015-02-21,4,Detractor,Delivery delays caused frustration for both team and customers.
2736,8921,Newark,HR,2015-11-13,8,Passive,"Overall okay week, nothing special to report."
2737,8891,Newark,Warehouse,2015-11-13,1,Detractor,Too much workload and not enough staff during peak hours.
2738,4607,Newark,Operations,2015-11-13,2,Detractor,Too much workload and not enough staff during peak hours.
2739,6724,Newark,Warehouse,2015-11-13,9,Promoter,Good communication from management and clear goals.
2740,9954,Hoover,Sales,2017-04-16,9,Promoter,Good communication from management and clear goals.
2741,4989,Hoover,HR,2017-04-16,6,Detractor,Delivery delays caused frustration for both team and customers.
2742,6216,Newark,Customer Service,2016-02-25,7,Passive,"Overall okay week, nothing special to report."
2743,9984,San Diego,Sales,2014-11-04,10,Promoter,Good communication from management and clear goals.
2744,3281,San Francisco,HR,2015-06-20,1,Detractor,Too much workload and not enough staff during peak hours.
2745,7595,San Francisco,Operations,2015-06-20,10,Promoter,Good communication from management and clear goals.
2746,1214,Jacksonville,Customer Service,2017-08-07,4,Detractor,We had frequent stockouts and customers were unhappy.
2747,4941,Franklin,Operations,2014-05-12,6,Detractor,We had frequent stockouts and customers were unhappy.
2748,3857,Frisco,Operations,2015-11-22,10,Promoter,Good communication from management and clear goals.
2749,9142,Tallahassee,Sales,2015-12-04,10,Promoter,Good communication from management and clear goals.
2750,9466,Seattle,HR,2014-06-08,8,Passive,"Overall okay week, nothing special to report."
2751,7290,Vacaville,Customer Service,2014-08-08,9,Promoter,Teamwork was great and customers seemed satisfied.
2752,7522,Los Angeles,Sales,2014-05-26,3,Detractor,Delivery delays caused frustration for both team and customers.
2753,6388,San Francisco,Sales,2015-04-17,3,Detractor,We had frequent stockouts and customers were unhappy.
2754,3680,San Francisco,Sales,2015-04-17,2,Detractor,Too much workload and not enough staff during peak hours.
2755,3376,San Francisco,Customer Service,2015-04-17,7,Passive,"Overall okay week, nothing special to report."
2756,4700,San Francisco,Operations,2015-04-17,7,Passive,"Overall okay week, nothing special to report."
2757,4948,San Francisco,Sales,2015-04-17,9,Promoter,Teamwork was great and customers seemed satisfied.
2758,1831,New York City,Customer Service,2016-06-11,8,Passive,"Overall okay week, nothing special to report."
2759,4023,Columbus,Sales,2016-03-11,4,Detractor,We had frequent stockouts and customers were unhappy.
2760,9330,Columbus,Operations,2016-03-11,7,Passive,"Some minor issues with systems, but we handled them."
2761,6858,Murray,HR,2014-05-26,9,Promoter,Teamwork was great and customers seemed satisfied.
2762,6778,San Francisco,Operations,2017-10-12,6,Detractor,We had frequent stockouts and customers were unhappy.
2763,3638,San Francisco,Warehouse,2017-10-12,6,Detractor,Too much workload and not enough staff during peak hours.
2764,2902,Philadelphia,Sales,2017-06-22,10,Promoter,Teamwork was great and customers seemed satisfied.
2765,7844,Philadelphia,HR,2017-06-22,10,Promoter,Good communication from management and clear goals.
2766,5608,Philadelphia,Sales,2017-06-22,1,Detractor,Delivery delays caused frustration for both team and customers.
2767,5755,Philadelphia,Customer Service,2017-01-15,1,Detractor,We had frequent stockouts and customers were unhappy.
2768,6884,Philadelphia,HR,2017-01-15,1,Detractor,Delivery delays caused frustration for both team and customers.
2769,9275,Dallas,Warehouse,2015-04-02,8,Passive,"Some minor issues with systems, but we handled them."
2770,9203,Dallas,Customer Service,2015-04-02,10,Promoter,Teamwork was great and customers seemed satisfied.
2771,1746,Dallas,Customer Service,2015-04-02,2,Detractor,We had frequent stockouts and customers were unhappy.
2772,9806,Waukesha,HR,2016-09-03,10,Promoter,Teamwork was great and customers seemed satisfied.
2773,2195,Fort Lauderdale,HR,2017-12-10,2,Detractor,Too much workload and not enough staff during peak hours.
2774,7969,Detroit,Sales,2016-11-22,4,Detractor,We had frequent stockouts and customers were unhappy.
2775,9804,Springfield,Sales,2017-11-11,4,Detractor,We had frequent stockouts and customers were unhappy.
2776,6957,San Diego,Customer Service,2016-10-21,6,Detractor,We had frequent stockouts and customers were unhappy.
2777,3998,Colorado Springs,Operations,2015-12-21,7,Passive,"Overall okay week, nothing special to report."
2778,4447,Bakersfield,Warehouse,2015-07-17,1,Detractor,We had frequent stockouts and customers were unhappy.
2779,8600,Pompano Beach,Customer Service,2017-04-30,9,Promoter,Teamwork was great and customers seemed satisfied.
2780,4928,Pompano Beach,Customer Service,2017-04-30,9,Promoter,Sales were strong this week and operations ran smoothly.
2781,7462,New York City,Customer Service,2017-05-06,7,Passive,Workload is manageable but processes could be faster.
2782,6552,Lakeville,HR,2017-11-20,7,Passive,"Some minor issues with systems, but we handled them."
2783,6071,Detroit,HR,2016-11-11,8,Passive,"Overall okay week, nothing special to report."
2784,8801,Philadelphia,HR,2016-11-05,5,Detractor,Delivery delays caused frustration for both team and customers.
2785,3223,Troy,Customer Service,2016-10-09,6,Detractor,Delivery delays caused frustration for both team and customers.
2786,3109,Los Angeles,Sales,2015-09-21,1,Detractor,Delivery delays caused frustration for both team and customers.
2787,3120,Los Angeles,Sales,2015-09-21,2,Detractor,Too much workload and not enough staff during peak hours.
2788,8991,Corpus Christi,Customer Service,2014-12-02,6,Detractor,We had frequent stockouts and customers were unhappy.
2789,5330,Corpus Christi,Sales,2014-12-02,5,Detractor,We had frequent stockouts and customers were unhappy.
2790,1793,Corpus Christi,Operations,2014-12-02,8,Passive,Workload is manageable but processes could be faster.
2791,7018,Omaha,Operations,2014-09-21,6,Detractor,We had frequent stockouts and customers were unhappy.
2792,3728,Omaha,Sales,2014-09-21,2,Detractor,We had frequent stockouts and customers were unhappy.
2793,9368,Omaha,Operations,2014-09-21,8,Passive,"Some minor issues with systems, but we handled them."
2794,4052,Redondo Beach,Customer Service,2014-04-12,1,Detractor,We had frequent stockouts and customers were unhappy.
2795,7450,Redondo Beach,Warehouse,2014-04-12,8,Passive,Workload is manageable but processes could be faster.
2796,8556,Redondo Beach,Customer Service,2014-04-12,2,Detractor,We had frequent stockouts and customers were unhappy.
2797,3990,Redondo Beach,Customer Service,2014-04-12,6,Detractor,Delivery delays caused frustration for both team and customers.
2798,5482,Little Rock,Operations,2017-10-20,1,Detractor,We had frequent stockouts and customers were unhappy.
2799,8993,Little Rock,Operations,2017-10-20,8,Passive,"Overall okay week, nothing special to report."
2800,6453,Little Rock,Sales,2017-10-20,9,Promoter,Teamwork was great and customers seemed satisfied.
2801,5449,Miami,Operations,2016-10-25,7,Passive,"Overall okay week, nothing special to report."
2802,2466,Salem,Warehouse,2015-11-01,6,Detractor,Too much workload and not enough staff during peak hours.
2803,6129,Las Cruces,Warehouse,2017-11-03,6,Detractor,Too much workload and not enough staff during peak hours.
2804,2072,San Francisco,Customer Service,2015-05-12,8,Passive,"Some minor issues with systems, but we handled them."
2805,5450,San Francisco,Customer Service,2015-05-12,4,Detractor,Delivery delays caused frustration for both team and customers.
2806,7377,El Paso,Customer Service,2015-09-07,6,Detractor,Delivery delays caused frustration for both team and customers.
2807,7714,Seattle,Operations,2015-07-25,9,Promoter,Teamwork was great and customers seemed satisfied.
2808,2727,Seattle,Operations,2015-07-25,3,Detractor,Too much workload and not enough staff during peak hours.
2809,6743,Seattle,Warehouse,2015-07-25,5,Detractor,Delivery delays caused frustration for both team and customers.
2810,5485,Seattle,Customer Service,2015-07-25,2,Detractor,We had frequent stockouts and customers were unhappy.
2811,8402,Milwaukee,HR,2015-11-16,8,Passive,Workload is manageable but processes could be faster.
2812,3561,Milwaukee,Warehouse,2015-11-16,1,Detractor,We had frequent stockouts and customers were unhappy.
2813,4048,Milwaukee,Warehouse,2015-11-16,1,Detractor,Delivery delays caused frustration for both team and customers.
2814,2885,Milwaukee,Warehouse,2015-11-16,3,Detractor,We had frequent stockouts and customers were unhappy.
2815,3231,Milwaukee,Operations,2015-11-16,4,Detractor,Too much workload and not enough staff during peak hours.
2816,9614,Franklin,Warehouse,2015-09-01,2,Detractor,Too much workload and not enough staff during peak hours.
2817,9177,Franklin,HR,2015-09-01,6,Detractor,We had frequent stockouts and customers were unhappy.
2818,6938,Franklin,Warehouse,2015-09-01,2,Detractor,Delivery delays caused frustration for both team and customers.
2819,9422,Franklin,Sales,2015-09-01,1,Detractor,We had frequent stockouts and customers were unhappy.
2820,5738,Encinitas,Operations,2016-05-05,5,Detractor,Too much workload and not enough staff during peak hours.
2821,5091,Encinitas,Sales,2016-05-05,3,Detractor,We had frequent stockouts and customers were unhappy.
2822,7318,Anaheim,Sales,2016-12-31,9,Promoter,Sales were strong this week and operations ran smoothly.
2823,8569,Arlington,Operations,2017-09-18,4,Detractor,We had frequent stockouts and customers were unhappy.
2824,9687,Arlington,Warehouse,2017-09-18,6,Detractor,We had frequent stockouts and customers were unhappy.
2825,5965,Houston,Operations,2014-09-25,6,Detractor,We had frequent stockouts and customers were unhappy.
2826,4633,Houston,HR,2014-09-25,6,Detractor,Too much workload and not enough staff during peak hours.
2827,5739,Houston,Sales,2014-09-25,1,Detractor,We had frequent stockouts and customers were unhappy.
2828,5316,Houston,Operations,2014-09-25,7,Passive,Workload is manageable but processes could be faster.
2829,8204,Lancaster,Sales,2016-04-23,2,Detractor,Delivery delays caused frustration for both team and customers.
2830,8469,Lancaster,Sales,2016-04-23,1,Detractor,Delivery delays caused frustration for both team and customers.
2831,1357,Lancaster,Operations,2016-04-23,3,Detractor,Too much workload and not enough staff during peak hours.
2832,4196,Portland,HR,2014-11-01,10,Promoter,Good communication from management and clear goals.
2833,4111,Portland,Operations,2014-11-01,1,Detractor,Delivery delays caused frustration for both team and customers.
2834,7288,Hoover,Customer Service,2017-01-26,7,Passive,Workload is manageable but processes could be faster.
2835,6284,Hoover,HR,2017-01-26,8,Passive,"Some minor issues with systems, but we handled them."
2836,6554,Los Angeles,Operations,2017-11-11,7,Passive,"Overall okay week, nothing special to report."
2837,8448,Los Angeles,Customer Service,2017-11-11,8,Passive,"Some minor issues with systems, but we handled them."
2838,3666,Los Angeles,HR,2017-11-11,1,Detractor,Too much workload and not enough staff during peak hours.
2839,9673,Tallahassee,Sales,2016-06-09,5,Detractor,Too much workload and not enough staff during peak hours.
2840,1199,New York City,Customer Service,2015-09-03,2,Detractor,Too much workload and not enough staff during peak hours.
2841,4815,Chesapeake,Warehouse,2014-03-14,1,Detractor,We had frequent stockouts and customers were unhappy.
2842,5359,Fayetteville,Warehouse,2017-08-31,8,Passive,"Overall okay week, nothing special to report."
2843,4604,Huntsville,Customer Service,2017-03-23,2,Detractor,Too much workload and not enough staff during peak hours.
2844,6243,Philadelphia,Warehouse,2017-05-18,3,Detractor,We had frequent stockouts and customers were unhappy.
2845,4580,Woodstock,Operations,2016-12-27,4,Detractor,Too much workload and not enough staff during peak hours.
2846,6379,Everett,Warehouse,2017-11-17,8,Passive,"Some minor issues with systems, but we handled them."
2847,3889,Chicago,Warehouse,2017-09-10,7,Passive,"Some minor issues with systems, but we handled them."
2848,9836,Roswell,Customer Service,2017-04-08,3,Detractor,We had frequent stockouts and customers were unhappy.
2849,4181,Roswell,Sales,2017-04-08,3,Detractor,Delivery delays caused frustration for both team and customers.
2850,4569,Palm Coast,Customer Service,2016-11-28,8,Passive,"Overall okay week, nothing special to report."
2851,3140,Philadelphia,HR,2016-06-02,1,Detractor,Too much workload and not enough staff during peak hours.
2852,9339,Columbus,Warehouse,2017-12-17,2,Detractor,Delivery delays caused frustration for both team and customers.
2853,8826,Oceanside,Operations,2016-03-19,3,Detractor,Delivery delays caused frustration for both team and customers.
2854,5874,Oceanside,Customer Service,2016-03-19,6,Detractor,Too much workload and not enough staff during peak hours.
2855,5042,Franklin,Warehouse,2017-08-20,9,Promoter,Teamwork was great and customers seemed satisfied.
2856,9542,Sioux Falls,HR,2017-07-25,4,Detractor,Delivery delays caused frustration for both team and customers.
2857,3028,San Diego,Operations,2016-08-26,2,Detractor,We had frequent stockouts and customers were unhappy.
2858,3156,Fayetteville,Operations,2016-08-15,6,Detractor,Delivery delays caused frustration for both team and customers.
2859,4093,Atlanta,Customer Service,2017-05-19,6,Detractor,We had frequent stockouts and customers were unhappy.
2860,2772,Atlanta,Customer Service,2017-05-19,3,Detractor,Too much workload and not enough staff during peak hours.
2861,6917,Atlanta,Customer Service,2017-05-19,1,Detractor,Delivery delays caused frustration for both team and customers.
2862,5486,Atlanta,HR,2017-05-19,6,Detractor,Delivery delays caused frustration for both team and customers.
2863,9062,Orlando,Customer Service,2017-08-12,8,Passive,"Overall okay week, nothing special to report."
2864,2004,San Francisco,Sales,2017-08-13,10,Promoter,Sales were strong this week and operations ran smoothly.
2865,1143,San Francisco,Customer Service,2017-08-13,3,Detractor,Delivery delays caused frustration for both team and customers.
2866,8326,San Francisco,HR,2017-08-13,8,Passive,"Some minor issues with systems, but we handled them."
2867,9759,San Francisco,HR,2017-08-13,5,Detractor,Delivery delays caused frustration for both team and customers.
2868,7667,Toledo,Warehouse,2016-11-10,2,Detractor,Too much workload and not enough staff during peak hours.
2869,2031,Toledo,Operations,2016-11-10,1,Detractor,Too much workload and not enough staff during peak hours.
2870,8979,Saint Petersburg,Operations,2017-06-12,7,Passive,"Some minor issues with systems, but we handled them."
2871,4569,Tucson,Sales,2014-03-22,2,Detractor,Too much workload and not enough staff during peak hours.
2872,5380,Tucson,Warehouse,2014-03-22,4,Detractor,Delivery delays caused frustration for both team and customers.
2873,2515,Los Angeles,Warehouse,2017-06-15,9,Promoter,Sales were strong this week and operations ran smoothly.
2874,7085,San Diego,Sales,2017-11-16,4,Detractor,We had frequent stockouts and customers were unhappy.
2875,2512,New York City,HR,2017-12-29,6,Detractor,Too much workload and not enough staff during peak hours.
2876,6610,San Diego,Sales,2016-01-21,3,Detractor,Too much workload and not enough staff during peak hours.
2877,1063,San Diego,Warehouse,2016-01-21,8,Passive,"Overall okay week, nothing special to report."
2878,7072,Westfield,Operations,2016-01-15,6,Detractor,Delivery delays caused frustration for both team and customers.
2879,4100,Westfield,Operations,2016-01-15,5,Detractor,Too much workload and not enough staff during peak hours.
2880,5634,Westfield,Warehouse,2016-01-15,9,Promoter,Sales were strong this week and operations ran smoothly.
2881,7300,Orange,Customer Service,2016-09-19,8,Passive,"Some minor issues with systems, but we handled them."
2882,1965,Orange,Operations,2016-09-19,6,Detractor,We had frequent stockouts and customers were unhappy.
2883,1593,Woodstock,Sales,2014-02-21,9,Promoter,Good communication from management and clear goals.
2884,6046,San Francisco,Warehouse,2016-11-11,9,Promoter,Good communication from management and clear goals.
2885,5322,San Francisco,Operations,2016-01-30,4,Detractor,Delivery delays caused frustration for both team and customers.
2886,5808,Tempe,Warehouse,2016-10-18,3,Detractor,We had frequent stockouts and customers were unhappy.
2887,4113,Los Angeles,Customer Service,2017-12-18,9,Promoter,Teamwork was great and customers seemed satisfied.
2888,2297,Los Angeles,HR,2017-12-18,8,Passive,"Overall okay week, nothing special to report."
2889,8386,Los Angeles,Sales,2017-12-18,4,Detractor,We had frequent stockouts and customers were unhappy.
2890,8545,Seattle,Warehouse,2017-11-02,2,Detractor,We had frequent stockouts and customers were unhappy.
2891,6946,Lake Charles,Customer Service,2014-04-29,3,Detractor,Too much workload and not enough staff during peak hours.
2892,2816,Lake Charles,Customer Service,2014-04-29,8,Passive,"Some minor issues with systems, but we handled them."
2893,6989,Rochester,HR,2017-10-23,7,Passive,Workload is manageable but processes could be faster.
2894,9820,Rochester,Sales,2017-10-23,4,Detractor,Delivery delays caused frustration for both team and customers.
2895,4460,Rochester,HR,2017-10-23,6,Detractor,Delivery delays caused frustration for both team and customers.
2896,7940,Rochester,Customer Service,2017-10-23,8,Passive,"Some minor issues with systems, but we handled them."
2897,9559,Long Beach,Warehouse,2014-03-30,3,Detractor,Delivery delays caused frustration for both team and customers.
2898,6801,Charlotte,HR,2016-01-04,5,Detractor,Too much workload and not enough staff during peak hours.
2899,2132,Houston,HR,2015-04-26,5,Detractor,Delivery delays caused frustration for both team and customers.
2900,2309,New York City,Warehouse,2015-09-12,7,Passive,"Overall okay week, nothing special to report."
2901,2195,New York City,Sales,2015-09-12,9,Promoter,Good communication from management and clear goals.
2902,2264,Columbus,Warehouse,2017-09-11,9,Promoter,Good communication from management and clear goals.
2903,8480,Chicago,Customer Service,2016-06-12,3,Detractor,Too much workload and not enough staff during peak hours.
2904,7812,Highland Park,Operations,2016-06-27,7,Passive,"Overall okay week, nothing special to report."
2905,4463,Highland Park,Customer Service,2016-06-27,10,Promoter,Teamwork was great and customers seemed satisfied.
2906,8098,Seattle,Operations,2014-09-26,5,Detractor,Delivery delays caused frustration for both team and customers.
2907,7040,Eagan,Operations,2017-11-03,8,Passive,"Overall okay week, nothing special to report."
2908,7990,Eagan,HR,2017-11-03,4,Detractor,We had frequent stockouts and customers were unhappy.
2909,8207,Eagan,Warehouse,2017-11-03,5,Detractor,Delivery delays caused frustration for both team and customers.
2910,1458,Seattle,Operations,2017-02-19,4,Detractor,We had frequent stockouts and customers were unhappy.
2911,6521,Coral Springs,Operations,2015-11-05,2,Detractor,We had frequent stockouts and customers were unhappy.
2912,7733,Hempstead,Warehouse,2014-06-16,6,Detractor,Delivery delays caused frustration for both team and customers.
2913,5306,Hempstead,Sales,2014-06-16,3,Detractor,We had frequent stockouts and customers were unhappy.
2914,4826,Hempstead,HR,2014-06-16,2,Detractor,Delivery delays caused frustration for both team and customers.
2915,2701,Noblesville,Warehouse,2015-10-12,2,Detractor,Too much workload and not enough staff during peak hours.
2916,1998,Noblesville,HR,2015-10-12,8,Passive,"Some minor issues with systems, but we handled them."
2917,4635,Noblesville,Customer Service,2015-10-12,10,Promoter,Good communication from management and clear goals.
2918,7719,Dallas,Warehouse,2017-08-27,10,Promoter,Teamwork was great and customers seemed satisfied.
2919,3802,Philadelphia,Sales,2016-11-23,1,Detractor,We had frequent stockouts and customers were unhappy.
2920,7837,Philadelphia,Warehouse,2016-11-23,3,Detractor,Too much workload and not enough staff during peak hours.
2921,9299,Philadelphia,Operations,2016-11-23,3,Detractor,Too much workload and not enough staff during peak hours.
2922,9901,San Francisco,Warehouse,2017-01-30,3,Detractor,We had frequent stockouts and customers were unhappy.
2923,3025,Austin,Warehouse,2015-11-30,5,Detractor,Delivery delays caused frustration for both team and customers.
2924,1549,Detroit,Warehouse,2014-06-28,9,Promoter,Sales were strong this week and operations ran smoothly.
2925,5740,Watertown,Sales,2014-09-02,4,Detractor,We had frequent stockouts and customers were unhappy.
2926,9313,Watertown,Customer Service,2014-09-02,10,Promoter,Good communication from management and clear goals.
2927,9803,Columbus,Operations,2017-07-10,1,Detractor,Delivery delays caused frustration for both team and customers.
2928,7690,Apple Valley,Sales,2017-06-04,9,Promoter,Teamwork was great and customers seemed satisfied.
2929,4044,Burlington,HR,2017-10-19,8,Passive,"Some minor issues with systems, but we handled them."
2930,4301,Saginaw,Customer Service,2017-11-18,5,Detractor,We had frequent stockouts and customers were unhappy.
2931,4215,San Francisco,Sales,2015-08-08,1,Detractor,Too much workload and not enough staff during peak hours.
2932,6627,San Francisco,Warehouse,2015-08-08,2,Detractor,Delivery delays caused frustration for both team and customers.
2933,1635,San Francisco,HR,2015-08-08,9,Promoter,Good communication from management and clear goals.
2934,2909,Seattle,Warehouse,2016-12-06,5,Detractor,We had frequent stockouts and customers were unhappy.
2935,7878,Seattle,Sales,2016-12-06,6,Detractor,Delivery delays caused frustration for both team and customers.
2936,7114,Seattle,Customer Service,2016-12-06,7,Passive,"Overall okay week, nothing special to report."
2937,3360,Seattle,Sales,2016-12-06,9,Promoter,Teamwork was great and customers seemed satisfied.
2938,6309,Seattle,Sales,2016-12-06,2,Detractor,Delivery delays caused frustration for both team and customers.
2939,4245,Seattle,Sales,2016-12-06,3,Detractor,Delivery delays caused frustration for both team and customers.
2940,3944,Seattle,HR,2016-12-06,8,Passive,Workload is manageable but processes could be faster.
2941,6733,Milwaukee,Customer Service,2017-03-25,3,Detractor,Delivery delays caused frustration for both team and customers.
2942,7150,Milwaukee,Operations,2017-03-25,6,Detractor,Delivery delays caused frustration for both team and customers.
2943,1673,Milwaukee,Sales,2017-03-25,6,Detractor,We had frequent stockouts and customers were unhappy.
2944,6147,Los Angeles,HR,2017-11-19,1,Detractor,We had frequent stockouts and customers were unhappy.
2945,6440,Los Angeles,Warehouse,2017-11-19,7,Passive,"Overall okay week, nothing special to report."
2946,3584,San Francisco,Sales,2016-11-04,2,Detractor,We had frequent stockouts and customers were unhappy.
2947,7986,San Diego,Operations,2017-12-14,10,Promoter,Good communication from management and clear goals.
2948,1781,San Diego,Customer Service,2017-12-14,6,Detractor,Too much workload and not enough staff during peak hours.
2949,7399,San Diego,Operations,2017-12-14,9,Promoter,Good communication from management and clear goals.
2950,8080,Glendale,Customer Service,2017-11-12,6,Detractor,We had frequent stockouts and customers were unhappy.
2951,3344,Glendale,Sales,2017-11-12,3,Detractor,Too much workload and not enough staff during peak hours.
2952,7114,Glendale,Operations,2017-11-12,9,Promoter,Good communication from management and clear goals.
2953,7827,Glendale,Warehouse,2017-11-12,4,Detractor,Too much workload and not enough staff during peak hours.
2954,8167,Glendale,Operations,2017-11-12,1,Detractor,Too much workload and not enough staff during peak hours.
2955,2157,Glendale,Operations,2017-11-12,2,Detractor,Delivery delays caused frustration for both team and customers.
2956,2748,New York City,Operations,2016-08-18,6,Detractor,Too much workload and not enough staff during peak hours.
2957,6125,Watertown,Operations,2017-06-27,10,Promoter,Good communication from management and clear goals.
2958,9393,Springfield,Customer Service,2017-05-04,5,Detractor,Too much workload and not enough staff during peak hours.
2959,7550,Los Angeles,Operations,2015-12-24,9,Promoter,Teamwork was great and customers seemed satisfied.
2960,2918,Los Angeles,Operations,2015-12-24,8,Passive,Workload is manageable but processes could be faster.
2961,4532,Seattle,HR,2017-04-26,6,Detractor,We had frequent stockouts and customers were unhappy.
2962,8054,Seattle,Operations,2017-04-26,8,Passive,Workload is manageable but processes could be faster.
2963,6919,Oceanside,Customer Service,2017-12-16,4,Detractor,We had frequent stockouts and customers were unhappy.
2964,2179,Oceanside,Customer Service,2017-12-16,4,Detractor,Too much workload and not enough staff during peak hours.
2965,2410,Oceanside,Sales,2017-12-16,7,Passive,"Some minor issues with systems, but we handled them."
